Car_Truck	EngDisp	RatedHP	Transmission	Drive	Weight	Comp	AxleRatio	EVSpeedRatio	AC	PRP	FuelType	City_Highway	Valves_Cyl	FuelEcon
car	1.9992	170	M6	R	1.2474e+03	10.8000	4.1000	48.9000	N	31	61	city	4	8.6795
truck	3.8346	225	L4	4	2.0412e+03	10	4.3200	35.6000	N	1	23	highway	6	8.5845
car	3.4905	260	L6	F	1.8144e+03	10.3000	3.3300	30.7000	Y	32	61	city	6	11.3630
car	3.6052	415	M6	R	1.5309e+03	12.1000	3.4400	41.7000	N	1	61	highway	6	7.5148
truck	3.9493	239	L5	R	1.9278e+03	10	3.7300	29.2000	N	32	61	highway	6	8.2243
truck	3.5724	267	L6	4	2.3814e+03	10.2000	3.1600	26.2000	N	31	61	city	6	12.1873
car	1.9992	150	L4	F	1.4175e+03	10	3.6800	37.6000	N	31	61	highway	4	5.4448
car	2.7858	209	M6	R	1.8144e+03	10.5000	3.7300	40.2000	N	32	61	city	6	12.2508
car	5.3258	290	M4	F	1.8144e+03	10.1000	2.9300	26.3000	N	31	61	highway	8	6.6258
truck	4.1951	395	L6	4	2.7216e+03	10.5000	3.7300	32.7000	Y	1	61	highway	8	9.6796
car	2.3761	155	L4	F	1.7010e+03	9.5000	4.2100	38.8000	N	1	23	city	4	9.2241
car	5.5061	510	L5	R	2.1546e+03	9	2.6500	29.6000	N	31	61	highway	12	9.7196
car	1.9992	145	M5	F	1.4175e+03	10	4.1000	43.5000	N	31	61	city	4	7.5632
truck	3.9985	207	L5	4	1.9278e+03	9.7000	4.1000	35	Y	1	61	city	6	14.4303
car	2.2942	263	M6	F	1.5876e+03	9.5000	3.3500	38.5000	N	1	61	city	4	10.6432
car	1.8026	120	AV	F	1.3608e+03	9.9000	5.4700	33.5000	N	32	61	highway	4	5.1023
car	2.4745	150	L6	F	1.5876e+03	9.5000	3.5000	32.7000	N	1	61	highway	5	5.9248
car	4.1623	344	L6	4	2.0412e+03	11	3.5400	33.9000	N	31	61	city	8	12.1873
car	1.9828	200	M6	4	1.8144e+03	10.5000	3.8900	37.3000	N	1	61	city	4	9.5616
truck	2.9988	250	S5	4	1.7577e+03	10.7000	3.2700	35.8000	N	31	61	highway	6	6.8376
truck	5.9649	360	L4	R	2.7216e+03	9.7000	4.1000	31.3000	N	31	61	city	8	14.7009
truck	2.3597	166	L5	F	1.7010e+03	9.7000	4.5000	31.5000	N	31	61	highway	4	6.1736
car	2.2942	263	M6	F	1.5876e+03	9.5000	3.3500	38.5000	N	31	61	highway	4	7.0424
truck	2.9988	220	L6	4	1.8144e+03	9.5000	3.5700	30.9000	N	31	61	highway	6	7.0004
truck	4.6703	335	L7	4	2.4948e+03	10.7000	3.7000	30.6000	N	31	61	city	8	14.4303
car	3.3102	210	L5	F	1.7577e+03	10.8000	3.2900	33.3000	N	1	23	highway	6	6.3917
truck	3.7854	244	L5	F	2.1546e+03	10.4000	3.3300	30.5000	N	31	61	highway	6	7.4671
car	1.9992	210	S5	F	1.8144e+03	9.5000	2.4400	33.1000	N	32	61	highway	4	6.1736
car	3.4905	268	L7	R	1.9278e+03	10.5000	3.0700	30.5000	N	31	61	city	6	11.3084
car	1.9992	126	A4	F	1.4175e+03	10.8000	3.8500	41.5000	Y	33	23	highway	4	6.0004
car	4.6048	380	L8	R	2.1546e+03	11.8000	2.9400	25.3000	N	1	23	city	8	11.7022
car	5.9649	400	M6	R	1.9278e+03	10	3.7300	27.6000	N	1	61	highway	8	7.8144
car	1.9828	138	M5	F	1.4175e+03	10.1000	3.8400	46.4000	N	31	61	highway	4	5.5606
car	3.8018	355	M6	4	1.7010e+03	11.3000	3.4400	39.7000	N	1	61	highway	6	7.4200
car	4.9653	512	S6	4	1.7010e+03	11	3.0800	23.9000	N	31	61	highway	10	9.9667
truck	2.9825	215	L7	4	2.7216e+03	17.7000	3.7000	30.6000	N	1	9	city	6	10.4540
car	2.1959	148	L4	F	1.4742e+03	10	3.6300	34.4000	N	32	23	city	4	8.9096
car	4.2443	396	L6	R	2.1546e+03	11.1000	3.5400	31.4000	Y	1	61	highway	8	9.7196
car	5.3258	290	S4	F	1.8144e+03	10.1000	2.9300	26.3000	N	31	61	city	8	11.3630
car	1.9828	200	AV	F	1.7577e+03	10.5000	5.3000	28.3000	N	31	61	highway	4	5.6542
car	1.6059	175	M6	F	1.3608e+03	10.5000	3.6500	42.5000	Y	31	61	city	4	7.2374
car	2.4908	170	AV	F	1.5876e+03	9.6000	5.8000	30.3000	N	1	23	highway	4	5.5345
truck	3.3102	208	AV	F	2.0412e+03	10.8000	3.5400	23.7000	N	31	61	highway	6	6.6258
truck	5.5552	313	L5	R	2.7216e+03	9.8000	3.3600	29.9000	N	31	61	highway	8	9.8830
car	3.4577	272	L6	F	1.8144e+03	10.8000	3.6900	29.9000	N	1	23	city	6	9.8830
truck	2.9825	200	L4	4	1.7577e+03	10	3.7700	31.6000	Y	31	61	city	6	11.2007
truck	4.7031	235	L5	4	2.2680e+03	9	3.5500	28.3000	Y	31	38	city	8	21.9827
truck	5.6699	381	L6	4	2.7216e+03	10.2000	4.3000	27.3000	N	32	23	city	8	15.2737
truck	3.2938	180	L4	F	2.0412e+03	9.3000	2.4900	32.3000	Y	31	61	city	6	11.5869
car	3.2119	258	S5	F	1.7577e+03	11	4.3100	28.9000	N	31	61	city	6	10.4540
truck	3.8837	240	L4	F	2.1546e+03	9.8000	3.2900	28.9000	N	32	61	highway	6	7.1277
car	4.5720	275	L4	F	2.3814e+03	10	3.1100	26.1000	N	32	61	highway	8	8.8760
car	5.9649	400	M6	R	1.6443e+03	11	2.5600	22.1000	N	31	61	city	8	12.1873
car	3.4905	255	AV	F	1.7577e+03	10.3000	5.1700	29.8000	N	31	61	city	6	9.8416
truck	2.4581	243	S5	4	1.8144e+03	8.4000	3.2700	35.8000	N	31	61	city	4	10.7404
car	1.6059	175	S6	F	1.3608e+03	10.5000	3.6800	35	Y	31	61	city	4	8.0005
truck	5.3258	280	L4	R	2.2680e+03	9.9000	3.4200	28	N	32	61	highway	8	8.3115
truck	4.4081	311	L6	4	2.3814e+03	10.4000	3.3300	27.3000	N	31	23	highway	8	8.9777
car	1.8026	126	M5	F	1.3608e+03	10	3.9400	40	N	31	61	city	4	7.0213
car	3.2119	168	L5	R	1.5309e+03	10	3.2700	37.1000	Y	1	61	city	6	10.0519
car	4.1951	400	L6	R	1.9278e+03	11	2.8700	25.4000	N	31	61	city	8	12.5114
truck	3.6543	245	M5	4	2.2680e+03	10.1000	4.5600	36.5000	N	32	61	highway	5	9.4845
car	3.8346	260	M6	F	1.8144e+03	10.5000	3.2400	34.3000	N	31	23	highway	6	7.2374
car	2.9988	244	M6	F	1.6443e+03	10	3.2900	34.8000	N	31	61	highway	6	6.2892
truck	5.3258	310	L4	R	2.2680e+03	9.9000	3.4200	27.2000	N	32	61	highway	8	8.3409
truck	2.9825	148	L5	R	1.7577e+03	9.6000	4.1000	36.9000	Y	31	61	city	6	12.7834
truck	2.9169	190	M5	R	1.7577e+03	10	3.7300	33.4000	N	31	61	city	4	10.3164
car	2.4581	243	M5	4	1.7010e+03	8.4000	3.9000	40.4000	N	31	61	city	4	10.2267
truck	2.4581	175	S4	4	1.7010e+03	10	4.4400	40.6000	N	31	61	city	4	9.5616
car	3.4741	286	M6	F	1.7577e+03	11	3.8900	33.4000	N	31	61	highway	6	6.2391
